收益%,回撤%,Sharpe,Calmar,交易数,在场%,标的,变体,ATR%中位
-5.472956419381192,-47.6078647432852,0.07855342386322903,-0.05290613060326324,18,26.618705035971225,通富微电,ATR k=1.0 追踪2.0xATR,4.48452804294509
36.47482749085249,-35.96091104474552,0.49843058569988113,0.42089948882777584,20,28.776978417266186,通富微电,ATR k=0.4 追踪1.5xATR,4.48452804294509
152.06575782253364,-39.90385996131626,0.9795431350920594,1.3043383627959764,6,98.92086330935251,通富微电,满仓+25%追踪(无趋势过滤),4.48452804294509
94.46128259869062,-44.19500043727002,0.7798122781243773,0.7960003498841473,21,96.22302158273382,通富微电,满仓+2.5xATR追踪,4.48452804294509
91.35734642101592,-55.181300084394366,0.7659467422268548,0.6197205530083997,1,99.82014388489209,立昂微,买入持有,4.196647938151315
52.98598216636172,-24.59359595199765,0.6806911270596238,0.8641514593802769,5,26.798561151079138,立昂微,FIX 买带5/卖带5,4.196647938151315
52.98598216636172,-24.59359595199765,0.6806911270596238,0.8641514593802769,5,26.798561151079138,立昂微,FIX 买带5/卖带5+追踪18%,4.196647938151315
75.2157033558183,-25.312097367855777,0.8523952117275623,1.143429364632997,7,27.87769784172662,立昂微,ATR k=0.6 无追踪,4.196647938151315
26.69901747441592,-42.319074307520886,0.4251392336722585,0.2675369955964971,12,25.719424460431657,立昂微,ATR k=0.6 追踪2.0xATR,4.196647938151315
33.2037245505399,-42.31885161144683,0.49324557614755743,0.3279119725707357,11,24.46043165467626,立昂微,ATR k=1.0 追踪2.0xATR,4.196647938151315
21.037339938027657,-39.262570183121525,0.363581961633307,0.23022118746700965,16,25.899280575539567,立昂微,ATR k=0.4 追踪1.5xATR,4.196647938151315
108.8151790108577,-50.6802455206011,0.8384263263273735,0.781640451664776,6,98.92086330935251,立昂微,满仓+25%追踪(无趋势过滤),4.196647938151315
65.53062762758918,-53.04773275673731,0.6502945870245262,0.4837524257574674,20,96.40287769784173,立昂微,满仓+2.5xATR追踪,4.196647938151315
116.59799629376222,-54.152820801719095,0.8189129924586648,0.7746339009635987,1,99.82014388489209,北京君正,买入持有,5.390903928778861
59.01468024326688,-38.81164962949503,0.6365890397183477,0.602792608672606,7,38.1294964028777,北京君正,FIX 买带5/卖带5,5.390903928778861
59.01468024326688,-38.81164962949503,0.6365890397183477,0.602792608672606,7,38.1294964028777,北京君正,FIX 买带5/卖带5+追踪18%,5.390903928778861
2.2716573481186275,-42.754637744316895,0.20098035983694873,0.023933773268950437,12,38.84892086330935,北京君正,ATR k=0.6 无追踪,5.390903928778861
-27.824749872812582,-51.18035774381538,-0.16982600649162213,-0.2684358807292792,21,36.510791366906474,北京君正,ATR k=0.6 追踪2.0xATR,5.390903928778861
-16.842090473479132,-48.53721403910246,-0.027163702770446448,-0.16521705263325487,15,33.093525179856115,北京君正,ATR k=1.0 追踪2.0xATR,5.390903928778861
-22.60627698439427,-41.090787673907826,-0.1229409964346593,-0.2668655245424714,27,34.172661870503596,北京君正,ATR k=0.4 追踪1.5xATR,5.390903928778861
93.37108992681426,-59.253526789455925,0.7442100047917397,0.5879012821846479,8,98.56115107913669,北京君正,满仓+25%追踪(无趋势过滤),5.390903928778861
68.41448465394029,-56.34740683083359,0.6505873435208503,0.4729506781580892,18,96.76258992805755,北京君正,满仓+2.5xATR追踪,5.390903928778861
