date,open,high,low,close,volume,amount,turnover
2024-08-09,3.32,3.35,3.26,3.26,11866296.0,38882121.0,0.02035884103176314
2024-08-12,3.27,3.28,3.2,3.21,9651700.0,30895649.0,0.016559289097985444
2024-08-13,3.21,3.25,3.18,3.25,8787999.0,28048088.0,0.01507744915753774
2024-08-14,3.24,3.27,3.22,3.22,7090193.0,22751525.0,0.0121645467272618
2024-08-15,3.22,3.27,3.2,3.26,11855644.0,38113228.0,0.02034056554169696
2024-08-16,3.25,3.26,3.19,3.19,12294733.0,39237166.0,0.02109390450693058
2024-08-19,3.18,3.22,3.18,3.19,8976236.0,28394508.0,0.015400404792497123
2024-08-20,3.18,3.19,3.11,3.13,12300369.0,38313668.0,0.02110357411470499
2024-08-21,3.12,3.16,3.12,3.14,7551930.0,23498974.0,0.01295674255496433
2024-08-22,3.14,3.15,3.05,3.07,12134080.0,37244176.0,0.020818274361830893
2024-08-23,3.07,3.09,3.04,3.06,9520038.0,28847389.0,0.01633339841331653
2024-08-26,3.04,3.12,3.03,3.09,11140142.0,33968851.0,0.019112988589638072
2024-08-27,3.09,3.1,2.98,3.01,15909068.0,47519591.0,0.027294969413834778
2024-08-28,2.99,3.03,2.94,3.01,11606126.0,34375504.0,0.019912470936896652
2024-08-29,3.0,3.08,2.98,3.06,11027143.0,33214087.0,0.018919117757682742
2024-08-30,3.06,3.15,3.04,3.1,17085918.0,52533296.0,0.029314074791640155
2024-09-02,3.1,3.12,3.01,3.02,12343600.0,37437898.0,0.021177744947511127
2024-09-03,3.02,3.06,3.0,3.04,8720728.0,26185816.0,0.014962033226985548
2024-09-04,3.03,3.06,3.01,3.02,9705503.0,29151240.0,0.016651598165956776
2024-09-05,3.02,3.06,3.02,3.05,9276727.0,27903345.0,0.015915953073146413
2024-09-06,3.03,3.06,2.98,2.98,9791300.0,29189790.0,0.016798798900204616
2024-09-09,2.97,3.52,2.95,3.23,66899698.0,214169063.0,0.11477889281162061
2024-09-10,3.21,3.29,3.14,3.18,48557358.0,153751604.0,0.08330919205491015
2024-09-11,3.15,3.18,3.12,3.15,23533534.0,73394039.0,0.040376160987522385
2024-09-12,3.16,3.42,3.14,3.25,55368030.0,180046657.0,0.0949941684424434
2024-09-13,3.22,3.39,3.18,3.34,63284217.0,207705104.0,0.10857586172825981
2024-09-18,3.28,3.42,3.19,3.3,45621285.0,148862032.0,0.07827181194365623
2024-09-19,3.3,3.52,3.26,3.44,78579380.0,268489485.0,0.13481756276722812
2024-09-20,3.38,3.43,3.34,3.39,53481171.0,178728316.0,0.09175691037721805
2024-09-23,3.33,3.37,3.28,3.29,35136997.0,115151822.0,0.060284063051902495
2024-09-24,3.3,3.38,3.24,3.37,47893592.0,157910058.0,0.0821703778473184
2024-09-25,3.37,3.48,3.36,3.4,52268791.0,177520223.0,0.08967684666651261
2024-09-26,3.38,3.46,3.35,3.45,48930722.0,165388649.0,0.08394976754055312
2024-09-27,3.5,3.76,3.5,3.66,81919029.0,293440658.0,0.14054735267748206
2024-09-30,3.86,4.26,3.75,4.23,128002038.0,510542167.0,0.2196113381449194
2024-10-08,5.03,5.03,4.38,4.71,152183276.0,700916366.0,0.26109875598728827
2024-10-09,4.54,4.64,4.07,4.08,97921574.0,423573084.0,0.16800269929605924
2024-10-10,4.09,4.26,4.01,4.07,59703370.0,244152007.0,0.10243225172290801
2024-10-11,4.04,4.08,3.77,3.82,48528507.0,187707208.0,0.0832596927905561
2024-10-14,3.86,4.01,3.79,3.98,42065542.0,162932037.0,0.0721712725262336
2024-10-15,3.93,3.99,3.85,3.85,41557412.0,161093840.0,0.07129948086576349
2024-10-16,3.84,4.17,3.82,4.14,91953529.0,369839693.0,0.15776340647668166
2024-10-17,4.2,4.2,3.96,3.97,62886210.0,251411138.0,0.10789300658605461
2024-10-18,3.94,4.13,3.88,4.04,57839481.0,229054964.0,0.09923440297112802
2024-10-21,4.04,4.12,4.01,4.05,53068687.0,213083377.0,0.0910492172449933
2024-10-22,4.03,4.05,3.99,4.03,40046397.0,159269779.0,0.06870705318811163
2024-10-23,4.03,4.11,4.02,4.06,46545097.0,187874992.0,0.07985678350101796
2024-10-24,4.0,4.01,3.87,3.9,49629352.0,192063741.0,0.08514839743399423
2024-10-25,3.91,4.06,3.9,4.04,53200956.0,210773128.0,0.09127614935122345
2024-10-28,4.07,4.23,4.06,4.18,53598535.0,220261873.0,0.09195827017970837
2024-10-29,4.19,4.21,3.99,3.99,48656269.0,195801755.0,0.083478892298802
2024-10-30,3.97,4.05,3.95,4.02,38468230.0,152169265.0,0.0659994137465728
2024-10-31,4.06,4.14,4.02,4.12,56166205.0,227863283.0,0.09636358632486666
2024-11-01,4.11,4.11,3.88,3.89,53524359.0,210283155.0,0.0918310074355149
2024-11-04,3.89,3.99,3.88,3.98,25691388.0,100286456.0,0.04407836145140381
2024-11-05,3.96,4.12,3.95,4.1,48044428.0,193573479.0,0.08242916510038094
2024-11-06,4.1,4.29,4.07,4.18,75365901.0,310904078.0,0.12930424099269044
2024-11-07,4.14,4.42,4.12,4.39,89131260.0,379394499.0,0.15292127832482424
2024-11-08,4.52,4.52,4.3,4.32,74646951.0,324131947.0,0.1280707483543991
2024-11-11,4.29,4.36,4.24,4.36,47886643.0,204661572.0,0.08215845554348157
2024-11-12,4.36,4.38,4.18,4.23,47152294.0,199435962.0,0.08089854305243682
2024-11-13,4.2,4.36,4.19,4.29,44940008.0,190131914.0,0.07710295435392509
2024-11-14,4.26,4.31,4.11,4.12,37860146.0,157297334.0,0.06495613238143925
2024-11-15,4.13,4.17,4.01,4.03,28992550.0,117653294.0,0.049742119744480034
2024-11-18,4.04,4.09,3.93,3.95,28608372.0,113210528.0,0.04908299082759639
2024-11-19,3.97,4.25,3.95,4.24,74035722.0,303847582.0,0.12702207115597058
2024-11-20,4.18,4.24,4.14,4.22,47153677.0,195622658.0,0.08090091584653761
2024-11-21,4.2,4.24,4.15,4.21,33358895.0,138575927.0,0.05723339787750771
2024-11-22,4.22,4.33,4.01,4.02,46156691.0,190114652.0,0.07919040066261725
2024-11-25,4.04,4.08,3.95,4.08,25657098.0,101845802.0,0.04401953056946902
2024-11-26,4.04,4.09,3.99,3.99,21521970.0,85953025.0,0.03692494826695503
2024-11-27,3.97,4.04,3.88,4.04,24295725.0,95037103.0,0.0416838416154825
2024-11-28,4.04,4.18,4.03,4.13,40197405.0,165113837.0,0.06896613553921128
2024-11-29,4.1,4.14,4.01,4.13,35139813.0,142299873.0,0.06028889442441717
2024-12-02,4.12,4.28,4.1,4.24,47681069.0,199495154.0,0.08180575505579243
2024-12-03,4.24,4.26,4.16,4.21,29927651.0,124478432.0,0.05134645968405702
2024-12-04,4.19,4.2,4.1,4.15,24909203.0,102555121.0,0.042736377392314964
2024-12-05,4.19,4.33,4.19,4.29,62435336.0,263219282.0,0.1071194482582196
2024-12-06,4.25,4.6,4.19,4.44,96597714.0,419895149.0,0.16573137088083095
2024-12-09,4.44,4.54,4.38,4.45,63253174.0,278704948.0,0.10852260167961876
2024-12-10,4.59,4.67,4.43,4.44,90838900.0,409668420.0,0.1558510528138038
2024-12-11,4.4,4.59,4.38,4.54,67402839.0,300673023.0,0.11564212491332804
2024-12-12,4.49,4.75,4.46,4.7,109533862.0,501664940.0,0.18792574229170428
2024-12-13,4.64,4.64,4.41,4.44,84137408.0,375928960.0,0.1443533950523901
2024-12-16,4.41,4.43,4.28,4.31,43349369.0,185817433.0,0.07437391687332265
2024-12-17,4.28,4.32,4.14,4.16,32612725.0,135870483.0,0.05595320425915615
2024-12-18,4.2,4.28,4.16,4.18,26205473.0,109268636.0,0.044960370023565996
2024-12-19,4.14,4.18,4.08,4.13,24775273.0,101265806.0,0.04250659553120312
2024-12-20,4.15,4.19,4.13,4.16,19794164.0,81455882.0,0.03396057524880964
2024-12-23,4.14,4.14,3.95,3.95,33264424.0,132367775.0,0.05707131528062055
2024-12-24,3.97,4.03,3.92,3.96,18828740.0,73939930.0,0.032304210554700466
2024-12-25,3.95,3.96,3.82,3.88,22958900.0,88140436.0,0.039390269327863284
2024-12-26,3.88,3.98,3.85,3.95,18863200.0,73682905.0,0.01343156868072597
2024-12-27,3.93,4.03,3.91,3.99,17193778.0,68001711.0,0.012242854345400315
2024-12-30,3.99,3.99,3.85,3.87,20757547.0,79957318.0,0.014780441185689455
2024-12-31,3.87,3.9,3.71,3.73,22340932.0,83906498.0,0.015907892751464685
2025-01-02,3.72,3.75,3.46,3.5,41440100.0,147929031.0,0.02950748278585565
2025-01-03,3.52,3.54,3.36,3.38,26745783.0,91206408.0,0.01904437323912661
2025-01-06,3.36,3.42,3.31,3.4,17827150.0,59695378.0,0.012693847788636286
2025-01-07,3.4,3.47,3.38,3.46,15766251.0,53545145.0,0.01122638169261125
2025-01-08,3.46,3.48,3.33,3.42,19670211.0,66369365.0,0.014006202023562888
2025-01-09,3.4,3.47,3.39,3.46,16833362.0,57507139.0,0.011986219614409151
2025-01-10,3.45,3.5,3.35,3.35,15879131.0,53825992.0,0.011306758058905427
2025-01-13,3.32,3.39,3.28,3.33,25226762.0,83477375.0,0.017962752152091272
2025-01-14,3.34,3.46,3.32,3.45,47474950.0,158975091.0,0.03380460640501248
2025-01-15,3.42,3.44,3.35,3.39,32179700.0,108177796.0,0.02291360165163692
2025-01-16,3.41,3.53,3.4,3.43,28970150.0,99463017.0,0.020628236959579153
2025-01-17,3.41,3.43,3.36,3.4,17587639.0,59196585.0,0.012523303636727313
2025-01-20,3.43,3.47,3.39,3.43,19789839.0,67397236.0,0.014091383312959062
2025-01-21,3.41,3.43,3.28,3.3,38126425.0,125302943.0,0.027147975737841282
2025-01-22,3.28,3.29,3.24,3.27,17007839.0,55024690.0,0.01211045621311494
2025-01-23,3.31,3.39,3.28,3.28,23673062.0,78230522.0,0.0168564378332459
2025-01-24,3.29,3.31,3.26,3.3,16974996.0,55341580.0,0.012087070307744637
2025-01-27,3.32,3.39,3.27,3.27,17312600.0,56903883.0,0.012327461721337654
2025-02-05,3.3,3.35,3.28,3.31,17560688.0,57691766.0,0.012504113138428283
2025-02-06,3.31,3.4,3.28,3.39,26318800.0,87542921.0,0.01874033938007818
2025-02-07,3.39,3.53,3.38,3.49,38308553.0,132156788.0,0.02727766024209736
2025-02-10,3.5,3.53,3.46,3.52,26363200.0,91403219.0,0.018771954463914654
2025-02-11,3.52,3.53,3.44,3.46,21213200.0,72797645.0,0.015104889559458426
2025-02-12,3.45,3.5,3.44,3.49,21323500.0,73363869.0,0.015183428833043187
2025-02-13,3.51,3.54,3.47,3.5,27300100.0,95089342.0,0.019439075455950586
2025-02-14,3.51,3.54,3.48,3.51,21081723.0,73408135.0,0.015011271172576252
2025-02-17,3.52,3.59,3.5,3.54,27885727.0,97898946.0,0.019856072003290776
2025-02-18,3.54,3.54,3.41,3.42,24264884.0,83597797.0,0.017277845539243008
2025-02-19,3.45,3.49,3.41,3.48,16612283.0,56780243.0,0.01182879999460094
2025-02-20,3.46,3.51,3.45,3.5,18276944.0,63096065.0,0.01301412425303143
2025-02-21,3.5,3.5,3.43,3.48,21049136.0,72326791.0,0.014988067552374015
2025-02-24,3.47,3.58,3.46,3.56,30691725.0,107023027.0,0.02185408691353823
2025-02-25,3.53,3.63,3.48,3.6,36906600.0,131219555.0,0.02627939759277753
2025-02-26,3.57,3.65,3.57,3.63,28042941.0,100368225.0,0.019968016458026542
2025-02-27,3.64,3.66,3.54,3.59,26254299.0,93529290.0,0.018694411350291318
2025-02-28,3.57,3.6,3.49,3.51,23969938.0,84339426.0,0.017067828815881893
2025-03-03,3.51,3.57,3.5,3.53,19039931.0,66783621.0,0.013557410243372467
2025-03-04,3.51,3.55,3.5,3.55,15912000.0,55617729.0,0.011330162477613112
2025-03-05,3.53,3.55,3.48,3.5,17606252.0,61091282.0,0.01253655705013831
2025-03-06,3.5,3.55,3.5,3.54,19159270.0,67057950.0,0.013642385749903127
2025-03-07,3.53,3.57,3.49,3.5,22401500.0,78398998.0,0.01595102028294684
2025-03-10,3.5,3.56,3.49,3.51,19167300.0,66826465.0,0.013648103522948329
2025-03-11,3.49,3.54,3.44,3.52,17327131.0,60080921.0,0.012337808540779724
2025-03-12,3.52,3.54,3.49,3.5,18562400.0,64566495.0,0.013217383608248217
2025-03-13,3.5,3.5,3.38,3.42,30173231.0,102387293.0,0.021484892515369076
2025-03-14,3.4,3.48,3.4,3.48,25382700.0,86852543.0,0.018073788029192454
2025-03-17,3.48,3.54,3.48,3.52,21814554.0,76016315.0,0.015533084539760244
2025-03-18,3.52,3.54,3.49,3.53,19137831.0,66630111.0,0.013627120079129022
2025-03-19,3.53,3.53,3.46,3.49,18123465.0,62742013.0,0.012904839310415693
2025-03-20,3.48,3.55,3.46,3.54,26385671.0,92307275.0,0.018787954971772526
2025-03-21,3.52,3.6,3.5,3.53,34024600.0,119837349.0,0.02422726534915756
2025-03-24,3.51,3.54,3.35,3.39,35923293.0,121571368.0,0.025579232429669543
2025-03-25,3.39,3.45,3.37,3.43,21545300.0,73032125.0,0.01534136184193802
2025-03-26,3.41,3.5,3.4,3.47,21450700.0,73773999.0,0.015274001775926067
2025-03-27,3.46,3.46,3.38,3.42,17383923.0,58898455.0,0.012378247366032904
2025-03-28,3.41,3.44,3.37,3.39,15063393.0,50729525.0,0.010725910643171192
2025-03-31,3.37,3.43,3.33,3.41,19626470.0,65564583.0,0.013975056181623894
2025-04-01,3.41,3.49,3.41,3.48,23405009.0,80312551.0,0.016665570309200427
2025-04-02,3.49,3.53,3.45,3.52,20123600.0,69816413.0,0.014329038312876774
2025-04-03,3.5,3.65,3.49,3.59,41726813.0,148987376.0,0.0297116371897297
2025-04-07,3.48,3.48,3.0,3.13,52973593.0,170895546.0,0.037719923058883144
2025-04-08,3.17,3.32,3.16,3.23,34830474.0,111924237.0,0.024801089089509745
2025-04-09,3.19,3.33,3.05,3.31,30314600.0,96373055.0,0.021585554515073557
2025-04-10,3.34,3.48,3.34,3.38,33601823.0,113671222.0,0.023926226378456338
2025-04-11,3.35,3.45,3.33,3.41,21274506.0,71950102.0,0.015148542584901647
2025-04-14,3.43,3.48,3.38,3.42,21416322.0,72706661.0,0.015249522871598805
2025-04-15,3.4,3.43,3.35,3.4,16793900.0,56241562.0,0.011958120640572325
2025-04-16,3.38,3.39,3.28,3.32,15688204.0,51822519.0,0.011170808214048512
2025-04-17,3.31,3.38,3.29,3.33,13555821.0,44956306.0,0.009652441833046747
2025-04-18,3.32,3.34,3.28,3.32,10625884.0,34814244.0,0.007566175979654947
2025-04-21,3.31,3.66,3.29,3.53,49370326.0,171336314.0,0.03515421161090542
2025-04-22,3.51,3.57,3.46,3.53,35456349.0,123977493.0,0.02524674428311684
2025-04-23,3.52,3.55,3.48,3.49,21620000.0,75191379.0,0.01539455208433858
2025-04-24,3.49,3.52,3.43,3.48,17710800.0,61080736.0,0.012611000603853086
2025-04-25,3.48,3.52,3.46,3.46,15436044.0,53395552.0,0.01099125732350333
2025-04-28,3.46,3.47,3.35,3.35,19700723.0,66024389.0,0.014027928137031775
2025-04-29,3.51,3.87,3.5,3.76,102263254.0,376242176.0,0.07281669704056178
2025-04-30,3.74,3.77,3.67,3.69,51510915.0,189490422.0,0.03667842108600543
2025-05-06,3.72,3.88,3.7,3.86,51513504.0,194099941.0,0.03668026458717779
2025-05-07,3.88,3.93,3.8,3.84,38502256.0,146603474.0,0.027415586741745494
2025-05-08,3.81,3.84,3.78,3.8,25949544.0,97967875.0,0.01847741011437723
2025-05-09,3.79,3.81,3.75,3.79,21079850.0,78977972.0,0.01500993750023333
2025-05-12,3.81,3.82,3.76,3.8,21654068.0,81279547.0,0.015418810252720136
2025-05-13,3.84,3.87,3.77,3.79,21013466.0,79296310.0,0.01496266867758917
2025-05-14,3.78,3.84,3.75,3.81,18803654.0,70729498.0,0.013389168865813204
2025-05-15,3.79,3.84,3.77,3.79,17822438.0,67078530.0,0.012690492602261568
2025-05-16,3.77,3.86,3.77,3.82,19565239.0,74131063.0,0.013931456560038503
2025-05-19,3.81,3.95,3.8,3.95,36602482.0,141209945.0,0.026062849933629294
2025-05-20,3.95,3.95,3.86,3.88,27859596.0,107071942.0,0.01983746538717071
2025-05-21,3.88,3.88,3.79,3.81,22544547.0,85576100.0,0.016052877104963878
2025-05-22,3.8,3.84,3.76,3.78,15902700.0,59740061.0,0.011323540399241957
2025-05-23,3.78,3.8,3.71,3.71,19075365.0,71017875.0,0.013582641074018001
2025-05-26,3.73,3.75,3.7,3.74,12399400.0,45880663.0,0.008829010597342635
2025-05-27,3.73,3.76,3.69,3.75,14976900.0,55380158.0,0.010664323178165147
2025-05-28,3.68,3.7,3.59,3.62,26981825.0,97090719.0,0.019212447284598002
2025-05-29,3.62,3.73,3.62,3.71,21205051.0,77671585.0,0.015099087052292131
2025-05-30,3.72,3.73,3.64,3.66,17250175.0,62779633.0,0.012283011910335581
2025-06-03,3.66,3.94,3.63,3.77,50543521.0,190567569.0,0.03598958679742649
2025-06-04,3.76,4.13,3.73,3.91,80316068.0,313412714.0,0.057189171694508746
2025-06-05,3.92,3.93,3.8,3.86,48837431.0,185900260.0,0.03477476295998111
2025-06-06,3.84,3.86,3.79,3.8,27398100.0,103766937.0,0.019508856496850916
2025-06-09,3.8,3.92,3.8,3.89,30806025.0,117851425.0,0.021935474392874025
2025-06-10,3.89,3.89,3.76,3.8,26778800.0,101139026.0,0.019067883041447083
2025-06-11,3.79,3.85,3.78,3.79,18376631.0,69388523.0,0.01308510652470726
2025-06-12,3.78,3.8,3.74,3.76,16726044.0,62401045.0,0.011909803678211785
2025-06-13,3.75,3.76,3.68,3.7,24523305.0,90339454.0,0.017461854583839996
2025-06-16,3.7,3.76,3.68,3.72,14612298.0,54072137.0,0.010404707799855525
2025-06-17,3.72,3.74,3.67,3.69,14098475.0,51646697.0,0.010038839393952144
2025-06-18,3.67,3.7,3.62,3.63,16349390.0,58951696.0,0.011641606655974298
2025-06-19,3.62,3.66,3.56,3.58,18286051.0,65449249.0,0.013020608905475095
2025-06-20,3.58,3.62,3.56,3.57,17821850.0,63267496.0,0.012690073916016165
2025-06-23,3.53,3.64,3.51,3.62,18737386.0,66809193.0,0.013341982641135824
2025-06-24,3.62,3.68,3.61,3.67,16156102.0,58620405.0,0.011503975657672834
2025-06-25,3.69,3.7,3.64,3.69,22335510.0,81380616.0,0.015904032008569158
2025-06-26,3.7,3.71,3.65,3.66,22004300.0,80392517.0,0.015668193451869167
2025-06-27,3.66,3.69,3.62,3.63,22740444.0,82413497.0,0.016192365845466454
2025-06-30,3.63,3.72,3.62,3.67,28090811.0,102034237.0,0.02000210236035204
2025-07-01,3.69,4.03,3.64,3.93,125226034.0,478165862.0,0.08916737755449371
2025-07-02,3.9,3.9,3.77,3.81,82184600.0,310555868.0,0.05851966259160649
2025-07-03,3.82,3.89,3.78,3.87,60202384.0,228975020.0,0.04286719408368878
2025-07-04,4.0,4.62,3.98,4.18,239749972.0,1014153649.0,0.170714312265158
2025-07-07,4.25,4.57,4.15,4.24,219111441.0,937552789.0,0.1560186165933848
2025-07-08,4.16,5.09,4.12,5.09,269991945.0,1274309604.0,0.19224815262046147
2025-07-09,5.54,5.85,5.25,5.39,478996243.0,2582674675.0,0.3410699635090656
2025-07-10,5.4,6.03,5.32,5.55,378262796.0,2127652382.0,0.26934256774234683
2025-07-11,5.4,5.53,5.01,5.05,291340191.0,1481539614.0,0.20744920187838342
2025-07-14,4.91,5.12,4.88,4.93,184722363.0,909609293.0,0.1315318241602959
2025-07-15,4.88,5.05,4.81,4.82,169512092.0,825657383.0,0.12070132882604963
2025-07-16,4.84,4.95,4.8,4.88,114049365.0,549202358.0,0.08120901432369294
2025-07-17,4.84,5.13,4.72,5.03,186478345.0,918246637.0,0.13278217366807393
2025-07-18,4.96,5.2,4.94,4.98,152976419.0,766242328.0,0.10892707909209537
2025-07-21,4.95,5.14,4.9,5.09,143511947.0,714683548.0,0.10218788819687039
2025-07-22,5.05,5.18,4.91,4.97,146510198.0,727689459.0,0.10432279713218122
2025-07-23,4.9,4.99,4.83,4.85,106357450.0,516648847.0,0.07573197518882684
2025-07-24,4.83,5.04,4.8,4.95,93853640.0,458863181.0,0.06682861930086784
2025-07-25,4.9,4.94,4.83,4.85,73327013.0,353432029.0,0.052212605033185575
2025-07-28,4.84,5.05,4.79,4.99,109143580.0,535700783.0,0.0777158430611089
2025-07-29,4.98,5.24,4.97,5.05,137194929.0,689228012.0,0.09768984644762412
2025-07-30,5.13,5.13,4.87,4.93,100611000.0,495110631.0,0.07164020720431956
2025-07-31,4.89,5.14,4.88,4.93,137896209.0,684398252.0,0.09818919387989539
2025-08-01,4.85,5.05,4.69,4.83,91605617.0,442800420.0,0.06522791129160369
2025-08-04,4.78,4.88,4.75,4.85,55840167.0,267072191.0,0.03976107119702425
2025-08-05,4.85,4.9,4.8,4.86,50691325.0,243231955.0,0.03609483084813295
2025-08-06,4.83,5.02,4.8,4.97,88255530.0,430655854.0,0.06284247702663766
2025-08-07,4.97,5.2,4.95,5.1,155441469.0,783794974.0,0.11068232148874194
2025-08-08,5.03,5.1,4.94,5.0,92087000.0,456964666.0,0.06557068074886618
2025-08-11,5.03,5.3,5.0,5.23,142250393.0,727219118.0,0.10128959685736041
2025-08-12,5.18,5.22,5.12,5.15,82632340.0,421249343.0,0.05883847650234848
2025-08-13,5.15,5.33,5.12,5.29,144376252.0,749763888.0,0.10280331781478223
2025-08-14,5.39,5.78,5.33,5.37,245509115.0,1336147786.0,0.17481511831856475
2025-08-15,5.41,6.44,5.39,6.44,267389947.0,1614244657.0,0.19039539620351675
2025-08-18,6.7,7.57,6.36,7.07,413867678.0,2757809508.0,0.29469507516166826
2025-08-19,7.0,7.17,6.58,6.63,285309107.0,1923153549.0,0.2031547598449412
2025-08-20,6.55,6.73,6.42,6.48,167517821.0,1084568627.0,0.11928130529321956
2025-08-21,6.44,6.51,6.21,6.29,159782392.0,999774107.0,0.11377328195209084
2025-08-22,6.29,6.81,6.23,6.54,239572810.0,1560935178.0,0.17058816380834183
2025-08-25,6.65,7.12,6.63,6.74,213026711.0,1435476246.0,0.1516859758485126
2025-08-26,7.13,7.63,6.89,6.91,249274152.0,1780960885.0,0.17749601832762868
2025-08-27,6.88,7.12,6.62,6.62,195568571.0,1331755896.0,0.13925488216092358
2025-08-28,6.57,7.94,6.56,7.94,290126732.0,2133073851.0,0.20658515665277244
2025-08-29,8.48,8.61,7.73,7.84,350316751.0,2799539605.0,0.24944354622043335
2025-09-01,7.9,8.02,7.66,7.69,206065665.0,1591678982.0,0.1467293530359096
2025-09-02,7.8,8.08,7.33,7.4,198297962.0,1498334622.0,0.14119834894667865
2025-09-03,7.37,7.5,7.17,7.2,123632961.0,894515051.0,0.08803302763438947
2025-09-04,7.16,7.51,6.82,7.03,159742027.0,1136259881.0,0.11374453999580572
2025-09-05,6.99,7.17,6.92,7.14,123807889.0,867662174.0,0.08815758536829368
2025-09-08,7.27,7.59,7.17,7.45,197053206.0,1447260130.0,0.14031201864722015
2025-09-09,7.26,7.29,6.94,6.98,146738839.0,1029236988.0,0.10448560128496176
2025-09-10,6.97,7.18,6.69,7.04,155977042.0,1073413768.0,0.11106367701341656
2025-09-11,7.1,7.52,7.06,7.37,202155959.0,1476093244.0,0.14394544125739658
2025-09-12,7.17,7.48,7.06,7.27,155700285.0,1115098732.0,0.11086661179365684
2025-09-15,6.89,6.97,6.66,6.88,170303278.0,1150207954.0,0.12126469395488403
